budget,revenue,actor,director,runtime,genre,variance,profit
15000000,46770602,Simon Baker,George A. Romero,93,Horror,3.118040133,31770602
15000000,6908797,Meryl Streep,Fred Schepisi,120,Drama,0.4605864667,-8091203
15000000,40590000,Nick Nolte,Francis Veber,96,Comedy,2.706,25590000
15000000,113221,Vincent Gallo,Francis Ford Coppola,127,Drama,0.007548066667,-14886779
15000000,16633035,Ellen Page,Drew Barrymore,111,Drama,1.108869,1633035
15000000,10219460,Christopher Walken,Douglas Trumbull,106,Science Fiction,0.6812973333,-4780540
15000000,163169,Naomi Watts,Dick Maas,111,Action,0.01087793333,-14836831
15000000,41092328,Laurence Olivier,Desmond Davis,118,Adventure,2.739488533,26092328
15000000,35485608,Ryan Gosling,Derek Cianfrance,140,Drama,2.3657072,20485608
15000000,30226144,Denzel Washington,Denzel Washington,126,Drama,2.015076267,15226144
15000000,10443316,Drew Barrymore,Dean Parisot,93,Drama,0.6962210667,-4556684
15000000,21032267,Sally Field,David Seltzer,123,Comedy,1.402151133,6032267
15000000,9902115,Jodi Lyn O'Keefe,David Raynr,94,Drama,0.660141,-5097885
15000000,17507368,James Marsden,David Nutter,82,Horror,1.167157867,2507368
15000000,3675201,Bill Pullman,David Lynch,134,Drama,0.2450134,-11324799
15000000,20117339,Naomi Watts,David Lynch,147,Thriller,1.341155933,5117339
15000000,70000000,Peter O'Toole,David Lean,216,Adventure,4.666666667,55000000
15000000,2856712,Jennifer Jason Leigh,David Cronenberg,97,Action,0.1904474667,-12143288
15000000,60629159,Jeff Goldblum,David Cronenberg,96,Horror,4.041943933,45629159
15000000,27462041,Keira Knightley,David Cronenberg,99,Drama,1.830802733,12462041
15000000,377910544,Dev Patel,Danny Boyle,120,Drama,25.19403627,362910544
15000000,10903846,Samuel L. Jackson,Craig Brewer,116,Drama,0.7269230667,-4096154
15000000,51053787,Anne Hathaway,Cory Edwards,80,Animation,3.4035858,36053787
15000000,42724017,Clint Eastwood,Clint Eastwood,130,Action,2.8482678,27724017
15000000,47175038,Debra Messing,Clare Kilner,88,Comedy,3.145002533,32175038
15000000,14860766,Tye Sheridan,Christopher B. Landon,93,Comedy,0.9907177333,-139234
15000000,66000000,Jason David Frank,Bryan Spicer,92,Action,4.4,51000000
15000000,12000000,Barry Pepper,Brian Koppelman,92,Crime,0.8,-3000000
15000000,5024782,Michael Douglas,Brian Koppelman,90,Comedy,0.3349854667,-9975218
15000000,5926410,Woody Harrelson,Brad Anderson,111,Thriller,0.395094,-9073590
15000000,15121165,Michael Pitt,Bernardo Bertolucci,115,Drama,1.008077667,121165
15000000,64256513,Dustin Hoffman,Barry Levinson,97,Comedy,4.283767533,49256513
15000000,3020664,Bill Murray,Barry Levinson,100,Comedy,0.2013776,-11979336
15000000,8459458,Julianne Moore,Atom Egoyan,96,Drama,0.5639638667,-6540542
15000000,11992014,Adam Scott,Asif Kapadia,85,Drama,0.7994676,-3007986
15000000,31559552,Dustin Hoffman,Arthur Penn,139,Action,2.103970133,16559552
15000000,31554855,Philip Seymour Hoffman,Anton Corbijn,121,Thriller,2.103657,16554855
15000000,146497771,Jessica Chastain,Andy Muschietti,100,Horror,9.766518067,131497771
15000000,24769466,Fairuza Balk,Andrew Fleming,101,Fantasy,1.651297733,9769466
15000000,37930465,Brad Pitt,Andrew Dominik,97,Crime,2.528697667,22930465
15000000,69623713,Aaron Stanford,Alexandre Aja,107,Horror,4.641580867,54623713
15000000,94000000,Brandon Lee,Alex Proyas,102,Fantasy,6.266666667,79000000
15000000,36869414,Domhnall Gleeson,Alex Garland,108,Drama,2.457960933,21869414
15000000,109000000,Patrick Stewart,Alastair Fothergill,90,Documentary,7.266666667,94000000
15000000,34604000,Gene Hackman,Alan Parker,128,Thriller,2.306933333,19604000
15500000,7385434,Kevin Zegers,Nick Hurran,95,Comedy,0.4764796129,-8114566
15774948,741875,Jason Statham,Elliott Lester,97,Crime,0.04702868117,-15033073
16000000,24377151,Owen Wilson,Wes Anderson,91,Adventure,1.523571938,8377151
16000000,68263166,Bruce Willis,Wes Anderson,94,Comedy,4.266447875,52263166
16000000,19682924,Nicolas Cage,Vic Armstrong,110,Thriller,1.23018275,3682924
16000000,2429989,Hilary Swank,Tommy Lee Jones,122,Western,0.1518743125,-13570011
16000000,119754278,Breckin Meyer,Todd Phillips,93,Comedy,7.484642375,103754278
16000000,2849142,Halle Berry,Susanne Bier,113,Drama,0.178071375,-13150858
16000000,53977250,Paul Newman,Sidney Lumet,129,Drama,3.373578125,37977250
16000000,5367030,Joseph Gordon-Levitt,Scott Frank,99,Crime,0.335439375,-10632970
16000000,48878502,Liam Neeson,Sam Raimi,96,Action,3.054906375,32878502
16000000,5900000,Christopher Lambert,Russell Mulcahy,116,Adventure,0.36875,-10100000
16000000,20627372,Freddie Prinze Jr.,Robert Iscove,94,Comedy,1.28921075,4627372
16000000,92823546,Meg Ryan,Rob Reiner,96,Comedy,5.801471625,76823546
16000000,30857814,Cary Elwes,Rob Reiner,98,Adventure,1.928613375,14857814
16000000,45361000,Susan Sarandon,Ridley Scott,130,Drama,2.8350625,29361000
16000000,17374595,Sean Connery,Peter Hyams,112,Science Fiction,1.085912188,1374595
16000000,15427192,Danny DeVito,Nick Gomez,96,Comedy,0.9641995,-572808
16000000,18928871,Angelina Jolie,Michael Winterbottom,100,Drama,1.183054438,2928871
16000000,47801389,Richard Gere,Lasse Hallström,93,Drama,2.987586813,31801389
16000000,1686429,Shaquille O'Neal,Kenneth Johnson,97,Science Fiction,0.1054018125,-14313571
16000000,109130,Sean Penn,Kathryn Bigelow,113,Crime,0.006820625,-15890870
16000000,31556061,Megan Fox,Karyn Kusama,100,Comedy,1.972253813,15556061
16000000,4192440,Dolph Lundgren,Joseph Zito,105,Action,0.2620275,-11807560
16000000,18564088,Craig Bierko,Josef Rusnak,100,Thriller,1.1602555,2564088
16000000,29381649,Tyrese Gibson,John Singleton,130,Drama,1.836353063,13381649
16000000,66468332,Chyler Leigh,Joel Gallen,89,Comedy,4.15427075,50468332
16000000,14822346,Tom Arnold,Jessy Terrero,86,Comedy,0.926396625,-1177654
16000000,5867686,Jeremy Renner,James Gray,120,Drama,0.366730375,-10132314
16000000,53478166,Julia Stiles,Gil Junger,97,Comedy,3.342385375,37478166
16000000,81452156,Whitney Houston,Forest Whitaker,127,Comedy,5.09075975,65452156
16000000,34786960,Hanyu Zhang,Feng Xiaogang,124,Action,2.174185,18786960
16000000,50007546,Cloris Leachman,Diane English,114,Comedy,3.125471625,34007546
16000000,76514050,Odette Annable,David S. Goyer,87,Horror,4.782128125,60514050
16000000,1109660,Kristen Stewart,Danny Pang,90,Thriller,0.06935375,-14890340
16000000,40492759,Minka Kelly,Christian E. Christiansen,91,Thriller,2.530797438,24492759
16000000,48017402,Bridget Fonda,Barbet Schroeder,107,Thriller,3.001087625,32017402
16000000,318982,Naomi Watts,Anne Fontaine,100,Drama,0.019936375,-15681018
16000000,109502303,Paul Giamatti,Alexander Payne,126,Comedy,6.843893938,93502303
16000000,12434778,Chris Pine,Alex Kurtzman,114,Drama,0.777173625,-3565222
16400000,235860116,Robin Williams,Peter Weir,129,Drama,14.38171439,219460116
16500000,16942795,Jennifer Connelly,Vadim Perelman,126,Drama,1.026836061,442795
16500000,37311672,Anne Hathaway,Julian Jarrold,120,Drama,2.261313455,20811672
16500000,13620075,Amanda Bynes,Joe Nussbaum,108,Comedy,0.8254590909,-2879925
16500000,67683989,Mike Myers,Jay Roach,94,Science Fiction,4.102059939,51183989
16500000,135000000,Kate Winslet,Ang Lee,136,Drama,8.181818182,118500000
16800000,2281089,Nicole Kidman,Steven Shainberg,122,Drama,0.1357791071,-14518911
17000000,73244881,Ellen Page,Woody Allen,111,Romance,4.308522412,56244881
17000000,63102666,Ray Wise,Victor Salva,104,Horror,3.711921529,46102666
17000000,9627492,Ashley Greene,Todd Lincoln,82,Horror,0.5663230588,-7372508
17000000,124000000,Sylvester Stallone,Sylvester Stallone,99,Drama,7.294117647,107000000
17000000,33000000,Jeff Bridges,Steven Lisberger,96,Science Fiction,1.941176471,16000000
17000000,55041738,Jamie Lee Curtis,Steve Miner,86,Horror,3.237749294,38041738
17000000,7603766,Jessica Lange,Stephen Gyllenhaal,106,Drama,0.4472803529,-9396234
17000000,46357676,Matthew Modine,Stanley Kubrick,116,Drama,2.726922118,29357676
17000000,19300000,Christopher Reeve,Sidney J. Furie,90,Action,1.135294118,2300000
17000000,14899417,John Krasinski,Sam Mendes,98,Drama,0.8764362941,-2100583
17000000,2626800,Elisha Cuthbert,Roland Joffé,96,Crime,0.1545176471,-14373200
17000000,12355798,Nicolas Cage,Roger Donaldson,105,Action,0.7268116471,-4644202
17000000,16980098,Josh Duhamel,Robert Luketic,95,Comedy,0.9988292941,-19902
17000000,10278549,Tom Berenger,Ridley Scott,106,Crime,0.6046205294,-6721451
17000000,374743,Dwayne Johnson,Richard Kelly,144,Action,0.02204370588,-16625257
17000000,247275374,Jim Carrey,Peter Farrelly,107,Comedy,14.54561024,230275374
17000000,4603929,Ed O'Neill,Peter Faiman,107,Comedy,0.2708193529,-12396071
17000000,7314027,Hugh Grant,Paul Weitz,107,Comedy,0.4302368824,-9685973
17000000,10000000,Charlton Heston,Nicholas Ray,154,Action,0.5882352941,-7000000
17000000,65535067,Rob Schneider,Mike Mitchell,88,Comedy,3.855003941,48535067
17000000,4836637,James Woods,Michael Ritchie,98,Action,0.2845080588,-12163363
17000000,3696232,Stephen Moyer,Michael Brandt,98,Drama,0.2174254118,-13303768
17000000,129042871,Lindsay Lohan,Mark Waters,97,Comedy,7.590757118,112042871
17000000,71625195,Terrence Howard,Malcolm D. Lee,123,Comedy,4.213246765,54625195
17000000,136621271,Jake Johnson,Luke Greenfield,104,Comedy,8.036545353,119621271
17000000,44456478,Macaulay Culkin,Joseph Ruben,87,Drama,2.615086941,27456478
17000000,182057016,Sandra Bullock,Jon Turteltaub,103,Comedy,10.70923624,165057016
17000000,30331165,Will Ferrell,John Fortenberry,81,Comedy,1.784186176,13331165
17000000,1569918,Cate Blanchett,Joel Schumacher,98,Drama,0.09234811765,-15430082
17000000,57103895,Ryan Reynolds,Joe Carnahan,109,Action,3.359052647,40103895
17000000,125586134,Jennifer Love Hewitt,Jim Gillespie,100,Horror,7.387419647,108586134
17000000,55534455,Hilary Duff,Jim Fall,94,Comedy,3.266732647,38534455
17000000,24000000,Steve Martin,Jessie Nelson,107,Family,1.411764706,7000000
17000000,115350426,Anna Kendrick,Jason Moore,112,Comedy,6.785319176,98350426
17000000,127730736,Daniel Radcliffe,James Watkins,95,Drama,7.513572706,110730736
17000000,29789000,Kevin Sorbo,Harold Cronk,113,Drama,1.752294118,12789000
17000000,72000000,Audrey Hepburn,George Cukor,170,Drama,4.235294118,55000000
17000000,97542952,Jane Levy,Fede Alvarez,91,Horror,5.737820706,80542952
17000000,20455276,Nia Vardalos,Donald Petrie,95,Comedy,1.203251529,3455276
17000000,43165571,Alex Pettyfer,Daniel Barnz,86,Drama,2.539151235,26165571
17000000,24922237,Anton Yelchin,Craig Gillespie,106,Horror,1.466013941,7922237
17000000,29536299,Richard Gere,Antoine Fuqua,133,Crime,1.737429353,12536299
17000000,209947037,Nicole Kidman,Alejandro Amenábar,101,Horror,12.34982571,192947037
17000000,17185632,Mickey Rourke,Alan Parker,113,Horror,1.010919529,185632
17000000,6735922,Mickey Rourke,Adrian Lyne,117,Drama,0.3962307059,-10264078
17080000,21011500,Kevin Bacon,Paul Michael Glaser,107,Comedy,1.230181499,3931500
17500000,23438120,Malcolm McDowell,Tinto Brass,156,Drama,1.339321143,5938120
17500000,38000000,Don Cheadle,Terry George,121,Drama,2.171428571,20500000
17500000,7018189,Forest Whitaker,Kasi Lemmons,93,Drama,0.4010393714,-10481811
17500000,19179969,Erik Stolhanske,Jay Chandrasekhar,110,Comedy,1.095998229,1679969
17500000,25024919,Don Ameche,Daniel Petrie,116,Comedy,1.429995371,7524919
17700000,30987695,David Spade,Dennie Gordon,91,Mystery,1.750717232,13287695
17900000,6948633,Arnold Schwarzenegger,Richard Fleischer,89,Adventure,0.3881917877,-10951367
18000000,97505481,Cate Blanchett,Woody Allen,98,Comedy,5.416971167,79505481
18000000,19265302,Dudley Moore,Willard Huyck,94,Action,1.070294556,1265302
18000000,5887457,Johnny Depp,Tim Burton,127,Comedy,0.3270809444,-12112543
18000000,389925971,Harrison Ford,Steven Spielberg,115,Adventure,21.66255394,371925971
18000000,25005257,Philip Seymour Hoffman,Sidney Lumet,117,Crime,1.389180944,7005257
18000000,101564935,Ashton Kutcher,Shawn Levy,95,Comedy,5.642496389,83564935
18000000,47088990,AnnaSophia Robb,Sean McNamara,106,Action,2.616055,29088990
18000000,46201432,Tom Welling,Rupert Wainwright,100,Horror,2.566746222,28201432
18000000,141774679,Reese Witherspoon,Robert Luketic,96,Comedy,7.876371056,123774679
18000000,31042035,Arnold Schwarzenegger,Richard Fleischer,103,Adventure,1.7245575,13042035
18000000,9000000,Rex Harrison,Richard Fleischer,152,Adventure,0.5,-9000000
18000000,151668774,Tom Hanks,Penny Marshall,104,Fantasy,8.426043,133668774
18000000,122195920,Christopher Lambert,Paul W.S. Anderson,101,Action,6.788662222,104195920
18000000,871279,Edgar Ramírez,Olivier Assayas,338,Crime,0.04840438889,-17128721
18000000,7972967,Dane DeHaan,Nimród Antal,93,Music,0.4429426111,-10027033
18000000,268157400,Seth Rogen,Nicholas Stoller,96,Comedy,14.89763333,250157400
18000000,17200925,Amanda Schull,Nicholas Hytner,115,Drama,0.9556069444,-799075
18000000,51973029,F. Murray Abraham,Miloš Forman,160,Drama,2.8873905,33973029
18000000,251212670,Rowan Atkinson,Mel Smith,85,Comedy,13.95625944,233212670
18000000,6000000,Peter MacNicol,Matthew Robbins,108,Fantasy,0.3333333333,-12000000
18000000,23000000,Robert De Niro,Martin Scorsese,129,Drama,1.277777778,5000000
18000000,3900000,John Lithgow,Marshall Brickman,118,Science Fiction,0.2166666667,-14100000
18000000,87000000,William Shatner,Leonard Nimoy,105,Science Fiction,4.833333333,69000000
18000000,261572744,Sacha Baron Cohen,Larry Charles,82,Comedy,14.53181911,243572744
18000000,65070412,Ice Cube,Kevin Rodney Sullivan,106,Comedy,3.615022889,47070412
18000000,22309223,Jeremy Irvine,Jonathan Teplitzky,116,Drama,1.239401278,4309223
18000000,18532286,Matthew Broderick,Jonathan Kaplan,108,Action,1.029571444,532286
18000000,41325328,Meryl Streep,Jonathan Demme,100,Comedy,2.295851556,23325328
18000000,74189677,Jean-Claude Van Damme,John Woo,97,Action,4.121648722,56189677
18000000,98235548,Arnold Schwarzenegger,John McTiernan,107,Science Fiction,5.457530444,80235548
18000000,36602000,Tom Hanks,Joe Dante,101,Comedy,2.033444444,18602000
18000000,20275812,Josh Brolin,Jason Reitman,111,Drama,1.126434,2275812
18000000,16702864,Kristen Stewart,James Sbardellati,92,Family,0.9279368889,-1297136
18000000,538400000,Mark Hamill,Irvin Kershner,124,Adventure,29.91111111,520400000
18000000,75634409,Danny Elfman,Henry Selick,76,Fantasy,4.201911611,57634409
18000000,9697739,Kate Capshaw,Harry Winer,107,Family,0.5387632778,-8302261
18000000,72179579,Burt Reynolds,Hal Needham,95,Comedy,4.009976611,54179579
18000000,25739015,Mark Strong,Guy Ritchie,114,Action,1.429945278,7739015
18000000,382174,Billy Bob Thornton,Gregor Jordan,98,Action,0.02123188889,-17617826
18000000,57096190,Thomas Jane,Frank Darabont,126,Science Fiction,3.172010556,39096190
18000000,123306987,Adam Sandler,Frank Coraci,95,Romance,6.850388167,105306987
18000000,9495408,Carlo Cecchi,François Girard,131,Drama,0.5275226667,-8504592
18000000,41382841,Kathleen Turner,Francis Ford Coppola,103,Comedy,2.299046722,23382841
18000000,26828365,Matthew Broderick,Edward Zwick,122,War,1.490464722,8828365
18000000,11657385,Glen Campbell,Don Bluth,77,Comedy,0.6476325,-6342615
18000000,1196307,Liam Neeson,David Von Ancken,115,Western,0.0664615,-16803693
18000000,35692920,James Franco,Danny Boyle,94,Adventure,1.98294,17692920
18000000,676698,Val Kilmer,D.J. Caruso,103,Drama,0.03759433333,-17323302
18000000,10501938,Ethan Hawke,Courtney Solomon,90,Action,0.583441,-7498062
18000000,70687344,Clint Eastwood,Clint Eastwood,136,Science Fiction,3.927074667,52687344
18000000,476684675,Macaulay Culkin,Chris Columbus,103,Comedy,26.48248194,458684675
18000000,358991681,Macaulay Culkin,Chris Columbus,120,Comedy,19.94398228,340991681
18000000,12000000,John Travolta,Brian De Palma,108,Drama,0.6666666667,-6000000
18000000,266586800,Bruce Willis,Brian A Miller,93,Thriller,14.81037778,248586800
18000000,36133014,Aaron Eckhart,Brandon Camp,109,Drama,2.007389667,18133014
18000000,39321715,Kim Basinger,Blake Edwards,95,Comedy,2.184539722,21321715
18000000,62646763,Jessica Alba,Bille Woodruff,94,Music,3.480375722,44646763
18000000,41009669,Jesse Metcalfe,Betty Thomas,87,Comedy,2.278314944,23009669
18000000,46908987,Richard Pryor,Arthur Hiller,103,Crime,2.606054833,28908987
18000000,8038061,Kevin Kline,Ang Lee,112,Drama,0.4465589444,-9961939
18000000,103215094,Michael Keaton,Alejandro González Iñárritu,119,Drama,5.734171889,85215094
18500000,10680275,Johnny Depp,Terry Gilliam,118,Adventure,0.5773121622,-7819725
18500000,31912793,Ricky Gervais,Ricky Gervais,100,Comedy,1.725015838,13412793
18500000,131060248,Sigourney Weaver,James Cameron,137,Horror,7.08433773,112560248
18598420,78247647,Jim Belushi,Rod Daniel,101,Action,4.207220129,59649227
19000000,18254702,Woody Allen,Woody Allen,104,Comedy,0.9607737895,-745298
19000000,40846082,Geoffrey Rush,William Malone,93,Horror,2.149793789,21846082
19000000,39267515,Mimi Rogers,Troy Miller,85,Comedy,2.066711316,20267515
19000000,35387212,Neil Patrick Harris,Todd Strauss-Schulson,108,Comedy,1.862484842,16387212
19000000,69631118,Seth Green,Steven Brill,95,Action,3.664795684,50631118
19000000,44017374,Jack Nicholson,Stanley Kubrick,144,Horror,2.316703895,25017374
19000000,32801173,Nicolas Cage,Spike Jonze,114,Comedy,1.726377526,13801173
19000000,18755936,Josh Zuckerman,Sean Anders,109,Comedy,0.9871545263,-244064
19000000,144216468,Laura Linney,Scott Derrickson,122,Crime,7.590340421,125216468
19000000,381109762,Michael J. Fox,Robert Zemeckis,116,Adventure,20.05840853,362109762
19000000,25836616,George Clooney,Robert Rodriguez,108,Horror,1.359821895,6836616
19000000,61389680,Sean Astin,Richard Donner,114,Adventure,3.231035789,42389680
19000000,6682098,Sean Penn,Oliver Stone,125,Thriller,0.3516893684,-12317902
19000000,35300645,Kate Beckinsale,Nimród Antal,80,Horror,1.857928684,16300645
19000000,6928068,Topher Grace,Michael Dowse,97,Comedy,0.3646351579,-12071932
19000000,141407024,Will Smith,Michael Bay,118,Adventure,7.442474947,122407024
19000000,70067909,Hilary Duff,Mark Rosman,95,Comedy,3.687784684,51067909
19000000,91379051,Derek Mears,Marcus Nispel,97,Horror,4.809423737,72379051
19000000,278019771,Carmen Electra,Keenen Ivory Wayans,88,Comedy,14.63261953,259019771
19000000,49830607,Jason Bateman,Josh Gordon,101,Comedy,2.622663526,30830607
19000000,174999005,Julia Roberts,Joseph Ruben,99,Crime,9.210473947,155999005
19000000,272742922,Jodie Foster,Jonathan Demme,118,Crime,14.35489063,253742922
19000000,12918858,John Travolta,James Bridges,115,Drama,0.6799398947,-6081142
19000000,10000000,Jack Nicholson,Jack Nicholson,138,Crime,0.5263157895,-9000000
19000000,5656087,Jason Robards,Jack Clayton,95,Fantasy,0.2976887895,-13343913
19000000,110879513,Al Pacino,Harold Becker,113,Drama,5.835763842,91879513
19000000,44332015,Jennifer Aniston,Glenn Gordon Caron,105,Comedy,2.333263947,25332015
19000000,68673228,Ken Watanabe,Clint Eastwood,141,Action,3.614380421,49673228
19000000,8247943,Kevin Dillon,Chuck Russell,95,Horror,0.4341022632,-10752057
19000000,23550000,Juliette Binoche,Cédric Klapisch,130,Drama,1.239473684,4550000
19000000,40996665,Craig T. Nelson,Brian Gibson,91,Thriller,2.157719211,21996665
19000000,34619699,Casey Affleck,Ben Affleck,113,Crime,1.822089421,15619699
19000000,108047131,Ryan Reynolds,Andrew Douglas,90,Horror,5.686691105,89047131
